Vivado Simulator 2019.1
Time resolution is 1 ps
time	clock	resetn	q	ir	pc	a	b	alu	fromem	tomem
76	 1 1 001 00000000000000000000000001101000 00000000000000000000000000000000 00000000000000000000000001101000 00000000000000000000000001101000 00000000000000000000000000000000 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 0
78	 0 1 001 00000000000000000000000001101000 00000000000000000000000000000000 00000000000000000000000001101000 00000000000000000000000001101000 00000000000000000000000000000000 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 1
80	 1 1 010 00000000000000000000000010000000 00000000000000000000000000000000 00000000000000000000000010000000 00000000000000000000000001101000 00000000000000000000000000000000 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 0
82	 0 1 010 00000000000000000000000010000000 00000000000000000000000000000000 00000000000000000000000010000000 00000000000000000000000001101000 00000000000000000000000000000000 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 1
84	 1 1 011 00000000000000000000000010000000 00000000000000000000000000000000 00000000000000000000000010000000 00000000000000000000000010000000 00000000000000000000000000000000 00000000000000000000000010100011 00000000000000000000000001101000 10001100100010010000000000000000 0
86	 0 1 011 00000000000000000000000010000000 00000000000000000000000000000000 00000000000000000000000010000000 00000000000000000000000010000000 00000000000000000000000000000000 00000000000000000000000010100011 00000000000000000000000001101000 10001100100010010000000000000000 1
88	 1 1 100 00000000000000000000000010000000 00000000000000000000000000000000 00000000000000000000000010000000 00000000000000000000000001101000 00000000000000000000000000000000 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 0
90	 0 1 100 00000000000000000000000010000000 00000000000000000000000000000000 00000000000000000000000010000000 00000000000000000000000001101000 00000000000000000000000000000000 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 1
92	 1 1 000 00000000000000000000000001101000 00000000000000000000000000000100 00000000000000000000000001101100 00000000000000000000000001101000 00000000000000000000000000000000 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 0
94	 0 1 000 00000000000000000000000001101000 00000000000000000000000000000100 00000000000000000000000001101100 00000000000000000000000001101000 00000000000000000000000000000000 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 1
96	 1 1 001 00000000000000000000000001101100 00000000000000000000000000010000 00000000000000000000000001111100 00000000000000000000000001101100 00000000000000000000000010100011 00000001000010010100000000100000 00000000000000000000000001101100 00100000100001000000000000000100 0
98	 0 1 001 00000000000000000000000001101100 00000000000000000000000000010000 00000000000000000000000001111100 00000000000000000000000001101100 00000000000000000000000010100011 00000001000010010100000000100000 00000000000000000000000001101100 00100000100001000000000000000100 1
100	 1 1 010 00000000000000000000000010000000 00000000000000000000000000000100 00000000000000000000000010000100 00000000000000000000000001101100 00000000000000000000000010000000 00000001000010010100000000100000 00000000000000000000000001101100 00100000100001000000000000000100 0
102	 0 1 010 00000000000000000000000010000000 00000000000000000000000000000100 00000000000000000000000010000100 00000000000000000000000001101100 00000000000000000000000010000000 00000001000010010100000000100000 00000000000000000000000001101100 00100000100001000000000000000100 1
104	 1 1 100 00000000000000000000000010000000 00000000000000000000000010000000 00000000000000000000000100000000 00000000000000000000000001101100 00000000000000000000000010000000 00000001000010010100000000100000 00000000000000000000000001101100 00100000100001000000000000000100 0
106	 0 1 100 00000000000000000000000010000000 00000000000000000000000010000000 00000000000000000000000100000000 00000000000000000000000001101100 00000000000000000000000010000000 00000001000010010100000000100000 00000000000000000000000001101100 00100000100001000000000000000100 1
108	 1 1 000 00000000000000000000000001101100 00000000000000000000000000000100 00000000000000000000000001110000 00000000000000000000000001101100 00000000000000000000000010000000 00000001000010010100000000100000 00000000000000000000000001101100 00100000100001000000000000000100 0
110	 0 1 000 00000000000000000000000001101100 00000000000000000000000000000100 00000000000000000000000001110000 00000000000000000000000001101100 00000000000000000000000010000000 00000001000010010100000000100000 00000000000000000000000001101100 00100000100001000000000000000100 1
112	 1 1 001 00000000000000000000000001110000 00000000000000010000000010000000 00000000000000010000000011110000 00000000000000000000000001110000 00000000000000000000000010000100 00100000101001011111111111111111 00000000000000000000000001110000 00000001000010010100000000100000 0
114	 0 1 001 00000000000000000000000001110000 00000000000000010000000010000000 00000000000000010000000011110000 00000000000000000000000001110000 00000000000000000000000010000100 00100000101001011111111111111111 00000000000000000000000001110000 00000001000010010100000000100000 1
116	 1 1 010 00000000000000000000000000000000 00000000000000000000000010100011 00000000000000000000000010100011 00000000000000000000000001110000 00000000000000000000000010100011 00100000101001011111111111111111 00000000000000000000000001110000 00000001000010010100000000100000 0
118	 0 1 010 00000000000000000000000000000000 00000000000000000000000010100011 00000000000000000000000010100011 00000000000000000000000001110000 00000000000000000000000010100011 00100000101001011111111111111111 00000000000000000000000001110000 00000001000010010100000000100000 1
120	 1 1 100 00000000000000000000000000000000 00000000000000000000000010100011 00000000000000000000000010100011 00000000000000000000000001110000 00000000000000000000000010100011 00100000101001011111111111111111 00000000000000000000000001110000 00000001000010010100000000100000 0
122	 0 1 100 00000000000000000000000000000000 00000000000000000000000010100011 00000000000000000000000010100011 00000000000000000000000001110000 00000000000000000000000010100011 00100000101001011111111111111111 00000000000000000000000001110000 00000001000010010100000000100000 1
124	 1 1 000 00000000000000000000000001110000 00000000000000000000000000000100 00000000000000000000000001110100 00000000000000000000000001110000 00000000000000000000000010100011 00100000101001011111111111111111 00000000000000000000000001110000 00000001000010010100000000100000 0
126	 0 1 000 00000000000000000000000001110000 00000000000000000000000000000100 00000000000000000000000001110100 00000000000000000000000001110000 00000000000000000000000010100011 00100000101001011111111111111111 00000000000000000000000001110000 00000001000010010100000000100000 1
128	 1 1 001 00000000000000000000000001110100 11111111111111111111111111111100 00000000000000000000000001110000 00000000000000000000000001110100 00000000000000000000000010100011 00010100101000001111111111111011 00000000000000000000000001110100 00100000101001011111111111111111 0
130	 0 1 001 00000000000000000000000001110100 11111111111111111111111111111100 00000000000000000000000001110000 00000000000000000000000001110100 00000000000000000000000010100011 00010100101000001111111111111011 00000000000000000000000001110100 00100000101001011111111111111111 1
132	 1 1 010 00000000000000000000000000000100 11111111111111111111111111111111 00000000000000000000000000000011 00000000000000000000000001110100 00000000000000000000000000000100 00010100101000001111111111111011 00000000000000000000000001110100 00100000101001011111111111111111 0
134	 0 1 010 00000000000000000000000000000100 11111111111111111111111111111111 00000000000000000000000000000011 00000000000000000000000001110100 00000000000000000000000000000100 00010100101000001111111111111011 00000000000000000000000001110100 00100000101001011111111111111111 1
136	 1 1 100 00000000000000000000000000000100 00000000000000000000000000000100 00000000000000000000000000001000 00000000000000000000000001110100 00000000000000000000000000000100 00010100101000001111111111111011 00000000000000000000000001110100 00100000101001011111111111111111 0
138	 0 1 100 00000000000000000000000000000100 00000000000000000000000000000100 00000000000000000000000000001000 00000000000000000000000001110100 00000000000000000000000000000100 00010100101000001111111111111011 00000000000000000000000001110100 00100000101001011111111111111111 1
140	 1 1 000 00000000000000000000000001110100 00000000000000000000000000000100 00000000000000000000000001111000 00000000000000000000000001110100 00000000000000000000000000000100 00010100101000001111111111111011 00000000000000000000000001110100 00100000101001011111111111111111 0
142	 0 1 000 00000000000000000000000001110100 00000000000000000000000000000100 00000000000000000000000001111000 00000000000000000000000001110100 00000000000000000000000000000100 00010100101000001111111111111011 00000000000000000000000001110100 00100000101001011111111111111111 1
144	 1 1 001 00000000000000000000000001111000 11111111111111111111111111101100 00000000000000000000000001100100 00000000000000000000000001111000 00000000000000000000000000000011 00000000000010000001000000000000 00000000000000000000000001111000 00010100101000001111111111111011 0
146	 0 1 001 00000000000000000000000001111000 11111111111111111111111111101100 00000000000000000000000001100100 00000000000000000000000001111000 00000000000000000000000000000011 00000000000010000001000000000000 00000000000000000000000001111000 00010100101000001111111111111011 1
148	 1 1 010 00000000000000000000000000000011 00000000000000000000000000000000 00000000000000000000000000000011 00000000000000000000000001111000 00000000000000000000000000000000 00000000000010000001000000000000 00000000000000000000000001111000 00010100101000001111111111111011 0
150	 0 1 010 00000000000000000000000000000011 00000000000000000000000000000000 00000000000000000000000000000011 00000000000000000000000001111000 00000000000000000000000000000000 00000000000010000001000000000000 00000000000000000000000001111000 00010100101000001111111111111011 1
152	 1 1 000 00000000000000000000000001100100 00000000000000000000000000000100 00000000000000000000000001101000 00000000000000000000000001100100 00000000000000000000000000000000 10001100100010010000000000000000 00000000000000000000000001100100 00010100101000001111111111111011 0
154	 0 1 000 00000000000000000000000001100100 00000000000000000000000000000100 00000000000000000000000001101000 00000000000000000000000001100100 00000000000000000000000000000000 10001100100010010000000000000000 00000000000000000000000001100100 00010100101000001111111111111011 1
156	 1 1 001 00000000000000000000000001101000 00000000000000000000000000000000 00000000000000000000000001101000 00000000000000000000000001101000 00000000000000000000000000000000 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 0
158	 0 1 001 00000000000000000000000001101000 00000000000000000000000000000000 00000000000000000000000001101000 00000000000000000000000001101000 00000000000000000000000000000000 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 1
160	 1 1 010 00000000000000000000000010000100 00000000000000000000000000000000 00000000000000000000000010000100 00000000000000000000000001101000 00000000000000000000000010100011 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 0
162	 0 1 010 00000000000000000000000010000100 00000000000000000000000000000000 00000000000000000000000010000100 00000000000000000000000001101000 00000000000000000000000010100011 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 1
164	 1 1 011 00000000000000000000000010000100 00000000000000000000000010100011 00000000000000000000000100100111 00000000000000000000000010000100 00000000000000000000000010100011 00000000000000000000000000100111 00000000000000000000000001101000 10001100100010010000000000000000 0
166	 0 1 011 00000000000000000000000010000100 00000000000000000000000010100011 00000000000000000000000100100111 00000000000000000000000010000100 00000000000000000000000010100011 00000000000000000000000000100111 00000000000000000000000001101000 10001100100010010000000000000000 1
168	 1 1 100 00000000000000000000000010000100 00000000000000000000000010100011 00000000000000000000000100100111 00000000000000000000000001101000 00000000000000000000000010100011 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 0
170	 0 1 100 00000000000000000000000010000100 00000000000000000000000010100011 00000000000000000000000100100111 00000000000000000000000001101000 00000000000000000000000010100011 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 1
172	 1 1 000 00000000000000000000000001101000 00000000000000000000000000000100 00000000000000000000000001101100 00000000000000000000000001101000 00000000000000000000000010100011 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 0
174	 0 1 000 00000000000000000000000001101000 00000000000000000000000000000100 00000000000000000000000001101100 00000000000000000000000001101000 00000000000000000000000010100011 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 1
176	 1 1 001 00000000000000000000000001101100 00000000000000000000000000010000 00000000000000000000000001111100 00000000000000000000000001101100 00000000000000000000000000100111 00000001000010010100000000100000 00000000000000000000000001101100 00100000100001000000000000000100 0
178	 0 1 001 00000000000000000000000001101100 00000000000000000000000000010000 00000000000000000000000001111100 00000000000000000000000001101100 00000000000000000000000000100111 00000001000010010100000000100000 00000000000000000000000001101100 00100000100001000000000000000100 1
180	 1 1 010 00000000000000000000000010000100 00000000000000000000000000000100 00000000000000000000000010001000 00000000000000000000000001101100 00000000000000000000000010000100 00000001000010010100000000100000 00000000000000000000000001101100 00100000100001000000000000000100 0
182	 0 1 010 00000000000000000000000010000100 00000000000000000000000000000100 00000000000000000000000010001000 00000000000000000000000001101100 00000000000000000000000010000100 00000001000010010100000000100000 00000000000000000000000001101100 00100000100001000000000000000100 1
184	 1 1 100 00000000000000000000000010000100 00000000000000000000000010000100 00000000000000000000000100001000 00000000000000000000000001101100 00000000000000000000000010000100 00000001000010010100000000100000 00000000000000000000000001101100 00100000100001000000000000000100 0
186	 0 1 100 00000000000000000000000010000100 00000000000000000000000010000100 00000000000000000000000100001000 00000000000000000000000001101100 00000000000000000000000010000100 00000001000010010100000000100000 00000000000000000000000001101100 00100000100001000000000000000100 1
188	 1 1 000 00000000000000000000000001101100 00000000000000000000000000000100 00000000000000000000000001110000 00000000000000000000000001101100 00000000000000000000000010000100 00000001000010010100000000100000 00000000000000000000000001101100 00100000100001000000000000000100 0
190	 0 1 000 00000000000000000000000001101100 00000000000000000000000000000100 00000000000000000000000001110000 00000000000000000000000001101100 00000000000000000000000010000100 00000001000010010100000000100000 00000000000000000000000001101100 00100000100001000000000000000100 1
192	 1 1 001 00000000000000000000000001110000 00000000000000010000000010000000 00000000000000010000000011110000 00000000000000000000000001110000 00000000000000000000000010001000 00100000101001011111111111111111 00000000000000000000000001110000 00000001000010010100000000100000 0
194	 0 1 001 00000000000000000000000001110000 00000000000000010000000010000000 00000000000000010000000011110000 00000000000000000000000001110000 00000000000000000000000010001000 00100000101001011111111111111111 00000000000000000000000001110000 00000001000010010100000000100000 1
196	 1 1 010 00000000000000000000000010100011 00000000000000000000000000100111 00000000000000000000000011001010 00000000000000000000000001110000 00000000000000000000000000100111 00100000101001011111111111111111 00000000000000000000000001110000 00000001000010010100000000100000 0
198	 0 1 010 00000000000000000000000010100011 00000000000000000000000000100111 00000000000000000000000011001010 00000000000000000000000001110000 00000000000000000000000000100111 00100000101001011111111111111111 00000000000000000000000001110000 00000001000010010100000000100000 1
200	 1 1 100 00000000000000000000000010100011 00000000000000000000000000100111 00000000000000000000000011001010 00000000000000000000000001110000 00000000000000000000000000100111 00100000101001011111111111111111 00000000000000000000000001110000 00000001000010010100000000100000 0
202	 0 1 100 00000000000000000000000010100011 00000000000000000000000000100111 00000000000000000000000011001010 00000000000000000000000001110000 00000000000000000000000000100111 00100000101001011111111111111111 00000000000000000000000001110000 00000001000010010100000000100000 1
204	 1 1 000 00000000000000000000000001110000 00000000000000000000000000000100 00000000000000000000000001110100 00000000000000000000000001110000 00000000000000000000000000100111 00100000101001011111111111111111 00000000000000000000000001110000 00000001000010010100000000100000 0
206	 0 1 000 00000000000000000000000001110000 00000000000000000000000000000100 00000000000000000000000001110100 00000000000000000000000001110000 00000000000000000000000000100111 00100000101001011111111111111111 00000000000000000000000001110000 00000001000010010100000000100000 1
208	 1 1 001 00000000000000000000000001110100 11111111111111111111111111111100 00000000000000000000000001110000 00000000000000000000000001110100 00000000000000000000000000100111 00010100101000001111111111111011 00000000000000000000000001110100 00100000101001011111111111111111 0
210	 0 1 001 00000000000000000000000001110100 11111111111111111111111111111100 00000000000000000000000001110000 00000000000000000000000001110100 00000000000000000000000000100111 00010100101000001111111111111011 00000000000000000000000001110100 00100000101001011111111111111111 1
212	 1 1 010 00000000000000000000000000000011 11111111111111111111111111111111 00000000000000000000000000000010 00000000000000000000000001110100 00000000000000000000000000000011 00010100101000001111111111111011 00000000000000000000000001110100 00100000101001011111111111111111 0
214	 0 1 010 00000000000000000000000000000011 11111111111111111111111111111111 00000000000000000000000000000010 00000000000000000000000001110100 00000000000000000000000000000011 00010100101000001111111111111011 00000000000000000000000001110100 00100000101001011111111111111111 1
216	 1 1 100 00000000000000000000000000000011 00000000000000000000000000000011 00000000000000000000000000000110 00000000000000000000000001110100 00000000000000000000000000000011 00010100101000001111111111111011 00000000000000000000000001110100 00100000101001011111111111111111 0
218	 0 1 100 00000000000000000000000000000011 00000000000000000000000000000011 00000000000000000000000000000110 00000000000000000000000001110100 00000000000000000000000000000011 00010100101000001111111111111011 00000000000000000000000001110100 00100000101001011111111111111111 1
220	 1 1 000 00000000000000000000000001110100 00000000000000000000000000000100 00000000000000000000000001111000 00000000000000000000000001110100 00000000000000000000000000000011 00010100101000001111111111111011 00000000000000000000000001110100 00100000101001011111111111111111 0
222	 0 1 000 00000000000000000000000001110100 00000000000000000000000000000100 00000000000000000000000001111000 00000000000000000000000001110100 00000000000000000000000000000011 00010100101000001111111111111011 00000000000000000000000001110100 00100000101001011111111111111111 1
224	 1 1 001 00000000000000000000000001111000 11111111111111111111111111101100 00000000000000000000000001100100 00000000000000000000000001111000 00000000000000000000000000000010 00000000000010000001000000000000 00000000000000000000000001111000 00010100101000001111111111111011 0
226	 0 1 001 00000000000000000000000001111000 11111111111111111111111111101100 00000000000000000000000001100100 00000000000000000000000001111000 00000000000000000000000000000010 00000000000010000001000000000000 00000000000000000000000001111000 00010100101000001111111111111011 1
228	 1 1 010 00000000000000000000000000000010 00000000000000000000000000000000 00000000000000000000000000000010 00000000000000000000000001111000 00000000000000000000000000000000 00000000000010000001000000000000 00000000000000000000000001111000 00010100101000001111111111111011 0
230	 0 1 010 00000000000000000000000000000010 00000000000000000000000000000000 00000000000000000000000000000010 00000000000000000000000001111000 00000000000000000000000000000000 00000000000010000001000000000000 00000000000000000000000001111000 00010100101000001111111111111011 1
232	 1 1 000 00000000000000000000000001100100 00000000000000000000000000000100 00000000000000000000000001101000 00000000000000000000000001100100 00000000000000000000000000000000 10001100100010010000000000000000 00000000000000000000000001100100 00010100101000001111111111111011 0
234	 0 1 000 00000000000000000000000001100100 00000000000000000000000000000100 00000000000000000000000001101000 00000000000000000000000001100100 00000000000000000000000000000000 10001100100010010000000000000000 00000000000000000000000001100100 00010100101000001111111111111011 1
236	 1 1 001 00000000000000000000000001101000 00000000000000000000000000000000 00000000000000000000000001101000 00000000000000000000000001101000 00000000000000000000000000000000 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 0
238	 0 1 001 00000000000000000000000001101000 00000000000000000000000000000000 00000000000000000000000001101000 00000000000000000000000001101000 00000000000000000000000000000000 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 1
240	 1 1 010 00000000000000000000000010001000 00000000000000000000000000000000 00000000000000000000000010001000 00000000000000000000000001101000 00000000000000000000000000100111 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 0
242	 0 1 010 00000000000000000000000010001000 00000000000000000000000000000000 00000000000000000000000010001000 00000000000000000000000001101000 00000000000000000000000000100111 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 1
244	 1 1 011 00000000000000000000000010001000 00000000000000000000000000100111 00000000000000000000000010101111 00000000000000000000000010001000 00000000000000000000000000100111 00000000000000000000000001111001 00000000000000000000000001101000 10001100100010010000000000000000 0
246	 0 1 011 00000000000000000000000010001000 00000000000000000000000000100111 00000000000000000000000010101111 00000000000000000000000010001000 00000000000000000000000000100111 00000000000000000000000001111001 00000000000000000000000001101000 10001100100010010000000000000000 1
248	 1 1 100 00000000000000000000000010001000 00000000000000000000000000100111 00000000000000000000000010101111 00000000000000000000000001101000 00000000000000000000000000100111 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 0
250	 0 1 100 00000000000000000000000010001000 00000000000000000000000000100111 00000000000000000000000010101111 00000000000000000000000001101000 00000000000000000000000000100111 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 1
252	 1 1 000 00000000000000000000000001101000 00000000000000000000000000000100 00000000000000000000000001101100 00000000000000000000000001101000 00000000000000000000000000100111 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 0
254	 0 1 000 00000000000000000000000001101000 00000000000000000000000000000100 00000000000000000000000001101100 00000000000000000000000001101000 00000000000000000000000000100111 00100000100001000000000000000100 00000000000000000000000001101000 10001100100010010000000000000000 1
